Time,RunCode,RPM,MDot,MDotSet,PIntake,TIntake,TLiner,PH2O,TH2OIn,TH2OOut,POil,TOilIn,TOilOut,PFuel,TFuelIn,TFuelOut,CRFuel,SumMode,MDot1,MDotSet1,MDot2,MDotSet2,MDot3,MDotSet3,MDot4,MDotSet4
134200,,197,10.488,47.700,101.3,21.02,89.52,154.9,91.91,89.88,258.1,93.99,82.24,925.2,21.24,24.42,21.02,2,31.55,31.80,15.85,15.90,6.56,28.91,3.93,18.79
134201,,394,10.418,47.700,101.3,21.05,89.41,152.4,92.06,89.79,258.4,93.88,82.25,919.2,21.31,24.54,21.01,2,31.56,31.80,15.84,15.90,6.50,28.91,3.92,18.79
134202,,605,10.307,47.700,101.3,21.11,89.49,150.4,92.28,89.77,259.2,93.96,82.35,913.6,21.33,24.57,21.09,2,31.53,31.80,15.84,15.90,6.43,28.91,3.88,18.79
134203,,796,10.294,47.700,101.3,21.09,89.27,153.1,92.36,89.49,257.9,93.86,82.23,910.0,21.15,24.88,21.07,2,31.55,31.80,15.83,15.90,6.41,28.91,3.88,18.79
134205,,956,10.978,47.700,105.5,21.13,89.27,153.2,92.62,89.73,257.3,93.94,82.29,905.6,21.27,24.52,21.05,2,31.54,31.80,15.84,15.90,6.87,28.91,4.11,18.79
134206,,1106,11.738,47.700,112.3,21.73,88.96,155.3,92.87,89.48,256.2,93.67,82.36,902.3,21.31,24.66,21.00,2,31.53,31.80,15.84,15.90,7.29,28.91,4.44,18.79
134207,,1175,12.150,47.700,117.8,22.11,89.04,154.7,93.07,89.50,254.6,93.85,82.28,903.7,21.24,24.27,21.04,2,31.54,31.80,15.84,15.90,7.52,28.91,4.63,18.79
134208,,1217,12.554,47.700,122.3,22.83,88.93,151.8,93.46,89.35,257.4,93.92,82.21,909.1,21.46,24.57,21.05,2,31.55,31.80,15.83,15.90,7.78,28.91,4.78,18.79
134209,,1238,13.019,47.700,125.8,23.31,89.10,157.4,93.47,89.44,256.6,93.59,81.90,916.3,21.22,24.54,21.00,2,31.74,31.80,15.84,15.90,8.08,28.91,4.94,18.79
134210,,1242,13.278,47.700,130.8,23.76,88.93,151.9,93.74,89.47,257.4,93.60,81.67,925.2,21.27,24.54,21.01,2,31.69,31.80,15.84,15.90,8.28,28.91,5.00,18.79
134211,,1236,13.614,47.700,134.8,24.18,89.00,153.8,93.65,89.40,255.9,93.51,81.48,939.1,21.28,24.59,21.02,2,31.66,31.80,15.84,15.90,8.48,28.91,5.13,18.79
134212,,1224,14.107,47.700,138.2,24.67,89.15,153.1,93.96,89.41,255.7,93.56,81.17,953.4,21.23,24.57,21.03,2,31.61,31.80,15.84,15.90,8.84,28.91,5.27,18.79
134213,,1202,14.589,47.700,142.3,25.02,89.25,154.5,94.18,89.23,256.1,93.72,80.87,972.5,21.27,24.64,21.05,2,31.59,31.80,15.84,15.90,9.06,28.91,5.53,18.79
134214,,1188,14.915,47.700,145.6,25.38,89.31,154.9,94.14,89.23,255.0,93.56,80.55,987.0,21.15,24.49,21.01,2,31.55,31.80,15.84,15.90,9.24,28.91,5.68,18.79
134215,,1175,15.001,47.700,149.5,25.59,89.40,158.3,94.35,89.40,256.4,93.63,80.20,1001.3,21.30,24.57,21.02,2,31.56,31.80,15.84,15.90,9.35,28.91,5.66,18.79
134216,,1167,15.182,47.700,150.2,25.79,89.43,151.3,94.30,89.57,257.2,93.68,79.91,1015.9,21.35,24.32,21.05,2,31.56,31.80,15.84,15.90,9.40,28.91,5.78,18.79
134217,,1161,15.612,47.700,153.9,25.93,89.63,154.3,94.22,89.53,256.3,93.68,79.67,1026.9,21.31,24.37,21.01,2,31.56,31.80,15.83,15.90,9.72,28.91,5.89,18.79
134218,,1158,15.729,47.700,154.4,26.03,89.69,154.8,94.08,89.55,255.8,93.70,79.31,1035.4,21.37,24.52,21.03,2,31.58,31.80,15.83,15.90,9.73,28.91,6.00,18.79
134219,,1157,15.800,47.700,157.7,26.03,89.73,155.2,93.92,89.53,258.6,93.62,79.05,1039.7,21.37,24.47,21.03,2,31.57,31.80,15.84,15.90,9.83,28.91,5.97,18.79
134220,,1160,16.151,47.700,157.7,26.12,89.92,151.3,93.95,89.64,257.2,93.83,78.86,1038.2,21.49,24.32,21.08,2,31.52,31.80,15.85,15.90,10.03,28.91,6.12,18.79
134221,,1161,15.950,47.700,158.2,26.14,89.96,152.1,93.57,89.82,256.3,93.73,78.54,1032.3,21.44,24.52,21.08,2,31.54,31.80,15.84,15.90,9.88,28.91,6.07,18.79
134222,,1166,16.183,47.700,161.6,26.06,90.10,152.9,93.45,89.82,256.1,93.71,78.28,1024.8,21.39,24.40,21.04,2,31.51,31.80,15.84,15.90,10.08,28.91,6.10,18.79
134223,,1168,16.314,47.700,161.0,25.92,90.06,153.6,93.19,89.72,256.5,93.59,78.00,1014.4,21.45,24.49,21.02,2,31.52,31.80,15.84,15.90,10.05,28.91,6.26,18.79
134224,,1168,16.180,47.700,161.7,25.96,90.16,153.0,92.99,89.84,257.4,93.65,77.92,1004.2,21.45,24.47,21.06,2,31.46,31.80,15.83,15.90,10.01,28.91,6.17,18.79
134225,,1167,16.302,47.700,163.3,25.77,90.25,152.4,92.78,89.89,258.0,93.60,77.77,995.3,21.52,24.57,21.03,2,31.48,31.80,15.84,15.90,10.08,28.91,6.22,18.79
134226,,1172,16.496,47.700,162.6,25.62,90.28,153.1,92.53,89.94,255.8,93.67,77.54,986.8,21.35,24.59,21.00,2,31.44,31.80,15.84,15.90,10.30,28.91,6.19,18.79
134228,,1171,16.338,47.700,162.5,25.38,90.33,151.6,92.23,89.83,255.1,93.44,77.38,976.0,21.26,24.52,20.97,2,31.44,31.80,15.84,15.90,10.11,28.91,6.23,18.79
134229,,1171,16.461,47.700,165.2,25.27,90.26,154.0,91.95,90.06,257.5,93.53,77.24,967.9,21.34,24.42,21.02,2,31.46,31.80,15.83,15.90,10.20,28.91,6.26,18.79
134230,,1172,16.676,47.700,165.1,25.05,90.26,155.2,91.72,89.94,254.7,93.61,77.18,960.5,21.37,24.59,20.98,2,31.50,31.80,15.84,15.90,10.32,28.91,6.36,18.79
134230,,1169,16.603,47.700,163.9,25.04,90.39,154.8,91.61,89.99,258.0,93.66,77.17,954.2,21.42,24.64,21.03,2,31.52,31.80,15.84,15.90,10.26,28.91,6.34,18.79
134232,,1171,16.545,47.700,166.3,24.93,90.24,151.1,91.54,89.88,258.4,93.73,76.94,947.2,21.34,24.66,21.02,2,31.55,31.80,15.84,15.90,10.28,28.91,6.27,18.79
134233,,1169,16.584,47.700,166.1,24.82,90.23,152.3,91.47,90.01,259.6,93.64,76.93,940.7,21.46,24.59,20.99,2,31.53,31.80,15.84,15.90,10.22,28.91,6.36,18.79
134234,,1169,16.804,47.700,166.6,24.80,90.23,150.6,91.47,89.99,257.3,93.60,76.97,934.8,21.44,24.66,21.01,2,31.57,31.80,15.84,15.90,10.44,28.91,6.37,18.79
134235,,1168,16.811,47.700,165.4,24.54,90.12,157.6,91.58,89.98,258.0,93.47,76.84,928.7,21.53,24.66,21.02,2,31.54,31.80,15.84,15.90,10.36,28.91,6.45,18.79
134236,,1170,16.719,47.700,165.2,24.44,90.10,153.2,91.63,90.04,256.3,93.55,76.88,921.0,21.49,24.59,21.04,2,31.53,31.80,15.84,15.90,10.29,28.91,6.43,18.79
134237,,1172,16.696,47.700,167.9,24.40,89.98,154.4,91.72,89.94,256.5,93.41,76.84,914.9,21.59,24.59,21.02,2,31.53,31.80,15.85,15.90,10.30,28.91,6.40,18.79
134238,a,1171,16.825,47.700,166.8,24.31,90.03,155.9,91.94,89.83,258.0,93.60,76.79,910.3,21.58,24.71,21.05,2,31.52,31.80,15.84,15.90,10.51,28.91,6.31,18.79
134239,a,1174,16.668,47.700,165.8,24.15,89.77,154.3,91.98,89.91,259.0,93.52,76.81,905.8,21.54,24.52,21.01,2,31.56,31.80,15.85,15.90,10.33,28.91,6.33,18.79
134240,a,1176,16.774,47.700,168.2,24.02,89.98,155.2,92.25,89.84,257.0,93.43,76.86,902.7,21.61,24.57,21.00,2,31.52,31.80,15.85,15.90,10.44,28.91,6.33,18.79
134241,a,1177,16.699,47.700,167.6,24.10,89.82,158.2,92.41,89.82,257.3,93.43,76.72,904.2,21.57,24.66,21.00,2,31.56,31.80,15.84,15.90,10.38,28.91,6.32,18.79
134242,a,1179,17.014,47.700,166.5,24.01,89.83,153.4,92.56,89.77,256.4,93.50,76.75,908.6,21.62,24.91,21.03,2,31.57,31.80,15.84,15.90,10.55,28.91,6.47,18.79
134243,a,1178,16.970,47.700,166.2,23.84,89.77,152.7,93.06,89.75,257.9,93.56,76.71,918.6,21.56,24.66,21.05,2,31.56,31.80,15.85,15.90,10.50,28.91,6.47,18.79
134244,a,1175,16.738,47.700,168.1,23.89,89.88,156.1,93.15,89.76,258.0,93.57,76.76,928.5,21.63,24.59,21.04,2,31.54,31.80,15.84,15.90,10.41,28.91,6.33,18.79
134245,a,1173,16.982,47.700,167.8,23.76,89.69,154.6,93.32,89.59,257.3,93.46,76.69,942.3,21.58,24.64,21.01,2,31.53,31.80,15.84,15.90,10.52,28.91,6.47,18.79
134246,a,1171,16.983,47.700,166.9,23.63,89.78,155.5,93.67,89.74,256.8,93.45,76.64,957.6,21.59,24.74,21.02,2,31.54,31.80,15.85,15.90,10.51,28.91,6.47,18.79
134247,a,1173,16.759,47.700,165.8,23.60,89.75,151.9,93.70,89.67,257.0,93.34,76.69,970.6,21.78,24.71,21.01,2,31.53,31.80,15.84,15.90,10.36,28.91,6.40,18.79
134248,a,1173,16.634,47.700,165.7,23.47,89.74,152.4,93.73,89.62,256.6,93.15,76.70,989.3,21.67,24.64,21.00,2,31.52,31.80,15.84,15.90,10.29,28.91,6.34,18.79
134249,a,1172,16.761,47.700,168.1,23.50,89.91,159.6,93.96,89.51,258.0,93.36,76.51,1004.4,21.56,24.74,20.95,2,31.54,31.80,15.84,15.90,10.42,28.91,6.34,18.79
134250,a,1172,16.817,47.700,167.5,23.39,89.82,154.7,94.13,89.52,255.9,93.35,76.62,1017.9,21.71,24.86,20.98,2,31.53,31.80,15.85,15.90,10.48,28.91,6.34,18.79
134251,a,1171,16.842,47.700,167.1,23.42,90.05,155.3,94.04,89.61,259.0,93.16,76.61,1028.4,21.74,24.74,20.99,2,31.54,31.80,15.84,15.90,10.49,28.91,6.35,18.79
134252,a,1179,16.896,47.700,166.6,23.46,90.11,154.7,94.06,89.73,257.6,93.32,76.87,1035.2,21.70,24.64,21.01,2,31.54,31.80,15.85,15.90,10.50,28.91,6.39,18.79
134253,a,1178,16.914,47.700,165.3,23.27,90.24,156.9,93.99,89.70,257.4,93.35,76.76,1038.8,21.69,24.76,21.00,2,31.54,31.80,15.85,15.90,10.46,28.91,6.45,18.79
134254,a,1180,16.627,47.700,167.0,23.20,90.27,153.3,93.98,89.71,257.8,93.24,76.77,1037.1,21.74,24.57,20.99,2,31.53,31.80,15.84,15.90,10.28,28.91,6.34,18.79
134256,a,1188,16.646,47.700,165.3,23.15,90.46,150.7,93.73,89.92,257.4,93.19,76.80,1029.7,21.83,24.62,21.02,2,31.52,31.80,15.84,15.90,10.29,28.91,6.36,18.79
134257,a,1191,16.583,47.700,167.7,23.14,90.53,155.9,93.50,89.71,257.7,93.18,76.74,1021.6,21.66,24.81,20.95,2,31.52,31.80,15.84,15.90,10.28,28.91,6.31,18.79
134258,a,1188,16.903,47.700,167.0,23.20,90.47,151.0,93.20,89.89,255.6,93.18,76.61,1011.4,21.78,24.74,20.99,2,31.56,31.80,15.84,15.90,10.47,28.91,6.43,18.79
134259,a,1190,16.670,47.700,166.7,23.17,90.68,151.7,93.09,89.90,259.3,93.25,76.58,1002.2,21.89,24.71,21.00,2,31.54,31.80,15.84,15.90,10.35,28.91,6.32,18.79
134300,a,1193,16.848,47.700,165.7,22.98,90.71,153.6,92.96,89.89,258.7,93.14,76.64,993.5,21.68,24.66,20.95,2,31.52,31.80,15.84,15.90,10.43,28.91,6.42,18.79
134301,a,1189,16.692,47.700,165.0,23.10,90.79,152.5,92.64,89.95,258.5,93.22,76.69,985.4,21.74,24.79,20.97,2,31.54,31.80,15.84,15.90,10.32,28.91,6.37,18.79
134302,a,1189,16.831,47.700,166.6,23.02,90.81,153.6,92.51,90.01,258.8,93.34,76.67,977.5,21.72,24.64,20.97,2,31.53,31.80,15.85,15.90,10.46,28.91,6.37,18.79
134303,a,1193,16.701,47.700,165.8,23.10,90.81,155.7,92.24,90.01,258.3,93.24,76.75,969.9,21.78,25.01,21.01,2,31.54,31.80,15.84,15.90,10.32,28.91,6.38,18.79
134304,a,1196,16.709,47.700,166.8,22.99,90.94,153.1,92.00,90.14,258.5,93.13,76.70,960.6,21.81,24.86,21.00,2,31.54,31.80,15.84,15.90,10.43,28.91,6.28,18.79
134305,a,1192,16.869,47.700,165.9,23.08,90.83,154.8,91.81,90.03,258.4,93.12,76.79,952.8,21.90,24.66,21.01,2,31.55,31.80,15.84,15.90,10.46,28.91,6.41,18.79
134306,a,1195,16.625,47.700,165.5,22.91,90.75,157.2,91.65,90.01,256.9,93.02,76.75,945.5,21.90,24.64,20.97,2,31.52,31.80,15.84,15.90,10.27,28.91,6.35,18.79
134307,a,1194,16.534,47.700,164.3,23.10,90.85,152.3,91.61,90.11,257.1,93.08,76.79,938.9,21.92,24.84,21.01,2,31.55,31.80,15.84,15.90,10.23,28.91,6.31,18.79
134308,a,1193,16.541,47.700,165.6,22.97,90.65,151.9,91.47,90.19,259.1,93.18,76.85,932.4,21.92,24.71,21.01,2,31.56,31.80,15.85,15.90,10.23,28.91,6.31,18.79
134309,a,1194,16.703,47.700,167.1,22.92,90.72,153.8,91.60,90.22,258.8,92.99,76.68,926.0,21.89,24.54,21.00,2,31.56,31.80,15.84,15.90,10.41,28.91,6.30,18.79
134310,a,1192,16.532,47.700,165.5,22.98,90.84,154.8,91.61,90.10,260.0,92.81,76.74,917.6,21.95,24.76,21.04,2,31.54,31.80,15.84,15.90,10.23,28.91,6.30,18.79
134311,a,1193,16.506,47.700,166.8,22.97,90.72,153.0,91.76,90.08,257.8,92.83,76.84,913.1,21.79,24.84,21.00,2,31.53,31.80,15.84,15.90,10.25,28.91,6.26,18.79
134312,a,1194,16.483,47.700,166.4,22.90,90.56,155.0,92.02,90.08,258.9,92.85,76.84,908.6,22.05,24.84,21.00,2,31.54,31.80,15.85,15.90,10.21,28.91,6.27,18.79
134313,a,1194,16.787,47.700,166.0,22.86,90.48,154.4,91.96,90.00,259.9,92.75,76.80,904.4,21.97,24.71,20.96,2,31.52,31.80,15.83,15.90,10.44,28.91,6.35,18.79
134314,a,1193,16.800,47.700,165.1,22.85,90.46,154.2,92.08,89.84,259.9,92.66,76.75,902.6,21.81,24.79,20.94,2,31.54,31.80,15.84,15.90,10.39,28.91,6.41,18.79
134315,a,1191,16.679,47.700,165.3,22.98,90.39,155.0,92.38,89.97,257.4,92.78,76.87,904.0,21.88,24.84,20.99,2,31.55,31.80,15.84,15.90,10.39,28.91,6.29,18.79
134316,a,1196,16.765,47.700,164.9,23.01,90.28,154.0,92.67,89.92,259.4,92.65,76.92,908.7,21.95,24.66,21.02,2,31.55,31.80,15.85,15.90,10.37,28.91,6.40,18.79
134317,a,1193,16.817,47.700,165.3,22.98,90.38,154.5,92.99,89.86,260.2,92.69,76.90,919.4,22.01,24.76,21.04,2,31.54,31.80,15.84,15.90,10.42,28.91,6.39,18.79
134318,a,1197,16.631,47.700,165.2,22.90,90.34,156.4,93.23,89.88,258.8,92.55,77.00,929.6,22.07,24.81,20.98,2,31.52,31.80,15.85,15.90,10.27,28.91,6.36,18.79
134319,a,1195,16.662,47.700,164.4,22.87,90.31,154.2,93.24,89.87,259.3,92.62,76.93,943.6,21.94,24.91,20.97,2,31.52,31.80,15.84,15.90,10.30,28.91,6.36,18.79
134320,a,1198,16.759,47.700,163.6,22.99,90.32,152.0,93.53,89.76,257.5,92.59,76.96,958.4,22.05,24.91,21.00,2,31.54,31.80,15.84,15.90,10.37,28.91,6.39,18.79
134322,a,1197,16.513,47.700,164.9,22.89,90.47,158.0,93.56,89.95,259.9,92.38,76.95,971.6,22.04,24.76,20.99,2,31.53,31.80,15.84,15.90,10.20,28.91,6.31,18.79
134323,a,1198,16.447,47.700,166.6,22.93,90.31,155.5,93.88,89.61,258.3,92.56,76.89,986.4,22.04,24.57,21.01,2,31.54,31.80,15.84,15.90,10.20,28.91,6.25,18.79
134324,a,1197,16.520,47.700,164.0,23.01,90.55,153.0,94.08,89.81,258.4,92.46,76.89,1005.0,22.23,24.79,21.03,2,31.56,31.80,15.83,15.90,10.23,28.91,6.29,18.79
134325,a,1193,16.763,47.700,164.9,22.97,90.51,152.4,94.12,89.93,258.3,92.54,77.05,1018.9,22.21,24.62,21.03,2,31.53,31.80,15.84,15.90,10.38,28.91,6.38,18.79
134326,a,1195,16.668,47.700,165.1,22.93,90.77,152.7,94.20,89.97,258.9,92.50,76.93,1029.3,22.16,24.96,21.05,2,31.53,31.80,15.84,15.90,10.32,28.91,6.35,18.79
134327,a,1200,16.721,47.700,164.6,23.03,90.77,155.3,94.28,89.75,259.1,92.44,76.91,1035.9,21.98,24.88,21.03,2,31.54,31.80,15.84,15.90,10.33,28.91,6.39,18.79
134328,a,1200,16.764,47.700,164.5,22.93,90.80,155.1,94.31,89.82,260.0,92.43,76.92,1039.5,22.07,24.96,20.98,2,31.55,31.80,15.84,15.90,10.38,28.91,6.38,18.79
134329,a,1198,16.650,47.700,163.6,22.86,90.86,153.9,94.11,89.94,259.4,92.43,76.96,1037.8,22.17,24.74,21.02,2,31.52,31.80,15.83,15.90,10.26,28.91,6.39,18.79
134330,a,1197,16.488,47.700,163.7,23.04,90.97,152.6,93.90,89.89,260.8,92.27,76.91,1033.3,22.08,24.71,20.97,2,31.53,31.80,15.84,15.90,10.19,28.91,6.30,18.79
134331,a,1198,16.536,47.700,164.9,22.99,91.06,154.8,93.85,89.92,259.3,92.34,77.00,1025.8,22.12,24.76,20.98,2,31.55,31.80,15.84,15.90,10.25,28.91,6.28,18.79
134332,a,1198,16.573,47.700,163.4,22.99,91.14,152.4,93.65,90.12,258.4,92.29,76.92,1012.6,22.18,24.74,21.00,2,31.55,31.80,15.84,15.90,10.24,28.91,6.33,18.79
134333,a,1197,16.447,47.700,163.9,22.83,91.17,152.2,93.36,90.17,262.7,92.23,76.87,1003.0,22.25,24.62,20.99,2,31.54,31.80,15.84,15.90,10.20,28.91,6.25,18.79
134334,a,1198,16.480,47.700,165.4,22.93,91.26,153.0,93.11,90.04,260.4,92.36,76.84,994.5,22.14,24.69,20.96,2,31.53,31.80,15.85,15.90,10.20,28.91,6.28,18.79
134335,a,1197,16.426,47.700,165.9,22.98,91.34,152.5,93.01,90.14,260.7,92.39,76.98,985.7,22.19,24.76,21.04,2,31.56,31.80,15.84,15.90,10.19,28.91,6.23,18.79
134336,a,1196,16.642,47.700,165.8,22.78,91.34,151.4,92.75,90.10,261.5,92.26,77.10,977.1,22.18,24.74,20.98,2,31.54,31.80,15.83,15.90,10.40,28.91,6.24,18.79
134337,a,1200,16.612,47.700,165.1,22.97,91.50,155.3,92.59,90.26,260.3,92.29,77.12,969.4,22.22,24.64,21.00,2,31.56,31.80,15.84,15.90,10.36,28.91,6.25,18.79
134338,a,1200,16.675,47.700,164.5,22.88,91.42,154.5,92.14,90.28,261.1,92.24,76.97,959.1,22.10,24.62,20.96,2,31.55,31.80,15.84,15.90,10.29,28.91,6.39,18.79
134339,a,1200,16.432,47.700,166.3,22.84,91.54,153.8,92.04,90.32,259.9,92.18,76.97,952.6,22.20,24.84,20.96,2,31.57,31.80,15.85,15.90,10.19,28.91,6.25,18.79
134340,a,1197,16.490,47.700,165.5,22.96,91.32,156.4,92.00,90.30,260.8,92.17,76.98,945.3,22.13,24.71,21.00,2,31.55,31.80,15.85,15.90,10.26,28.91,6.23,18.79
134341,a,1198,16.597,47.700,165.8,22.85,91.43,152.8,91.67,90.41,260.4,91.99,77.03,939.0,22.29,24.84,20.97,2,31.54,31.80,15.84,15.90,10.33,28.91,6.27,18.79
134342,a,1196,16.723,47.700,164.8,22.98,91.47,152.6,91.53,90.25,259.9,92.11,77.00,933.2,22.13,24.81,20.95,2,31.55,31.80,15.84,15.90,10.40,28.91,6.33,18.79
134343,a,1193,16.662,47.700,165.0,22.91,91.41,157.0,91.71,90.47,263.2,92.05,76.95,926.9,22.23,24.81,20.99,2,31.52,31.80,15.84,15.90,10.30,28.91,6.36,18.79
134345,a,1196,16.749,47.700,165.9,23.14,91.25,156.1,91.70,90.39,259.6,92.02,77.21,919.4,22.39,24.59,21.05,2,31.53,31.80,15.85,15.90,10.38,28.91,6.37,18.79
134346,a,1197,16.712,47.700,164.9,22.95,91.23,152.2,91.45,90.33,262.7,91.81,77.15,914.2,22.21,24.69,20.99,2,31.53,31.80,15.84,15.90,10.39,28.91,6.32,18.79
134347,a,1196,16.746,47.700,165.2,23.10,91.29,156.7,91.59,90.31,259.6,92.03,77.07,910.3,22.19,25.13,20.99,2,31.55,31.80,15.84,15.90,10.37,28.91,6.37,18.79
134348,a,1200,16.662,47.700,164.2,22.95,91.01,154.4,91.87,90.27,259.5,91.97,77.15,906.7,22.37,24.88,20.99,2,31.56,31.80,15.85,15.90,10.36,28.91,6.30,18.79
134349,a,1195,16.730,47.700,164.3,23.07,91.11,154.5,91.94,90.35,262.1,92.20,77.13,903.9,22.31,24.59,21.05,2,31.53,31.80,15.83,15.90,10.35,28.91,6.38,18.79
134350,a,1201,16.655,47.700,164.8,23.10,90.99,156.4,92.15,90.15,260.8,91.85,77.01,902.6,22.27,24.52,20.97,2,31.54,31.80,15.83,15.90,10.32,28.91,6.33,18.79
134351,a,1200,16.748,47.700,163.7,23.06,90.97,152.7,92.34,90.21,258.2,91.77,77.13,905.2,22.19,24.66,21.01,2,31.53,31.80,15.84,15.90,10.37,28.91,6.38,18.79
134352,a,1198,16.666,47.700,164.7,23.14,90.81,150.7,92.68,90.13,259.7,91.95,77.19,912.2,22.37,24.76,21.01,2,31.53,31.80,15.84,15.90,10.31,28.91,6.36,18.79
134353,a,1194,12.450,47.700,122.4,22.78,90.86,150.2,92.81,90.02,260.8,91.98,77.16,919.7,22.34,24.47,21.00,2,31.54,31.80,15.84,15.90,7.77,28.91,4.68,18.79
134354,a,1099,10.807,47.700,103.6,21.76,90.83,154.6,92.86,89.95,261.6,91.85,77.03,931.4,22.33,24.66,20.99,2,31.53,31.80,15.84,15.90,6.76,28.91,4.05,18.79
134355,a,931,10.599,47.700,101.5,21.14,90.80,154.3,93.17,89.92,262.8,91.84,77.02,945.0,22.26,24.69,20.98,2,31.54,31.80,15.84,15.90,6.62,28.91,3.98,18.79
134356,a,738,10.611,47.700,101.5,21.00,90.76,151.1,93.29,89.96,264.6,91.68,77.10,959.5,22.40,24.52,20.98,2,31.52,31.80,15.84,15.90,6.61,28.91,4.00,18.79
134357,a,541,10.567,47.700,101.4,20.97,90.81,153.0,93.54,89.99,259.7,91.59,77.09,978.7,22.37,24.64,20.97,2,31.56,31.80,15.86,15.90,6.60,28.91,3.97,18.79
134358,a,428,10.610,47.700,101.4,20.98,90.88,154.8,93.81,89.86,259.0,91.74,77.08,994.5,22.32,24.71,20.98,2,31.55,31.80,15.84,15.90,6.62,28.91,3.99,18.79
134359,a,313,10.707,47.700,101.9,21.01,90.85,153.4,94.02,90.03,262.0,91.81,77.09,1009.7,22.41,24.71,21.01,2,31.56,31.80,15.84,15.90,6.69,28.91,4.02,18.79
134400,a,228,10.703,47.700,102.2,21.22,90.84,153.1,94.11,90.02,259.4,91.80,77.22,1021.5,22.46,24.62,21.00,2,31.54,31.80,15.84,15.90,6.68,28.91,4.02,18.79
134401,a,173,10.677,47.700,102.1,21.53,90.96,154.6,94.11,90.02,259.8,91.74,77.26,1030.0,22.48,24.62,21.02,2,31.54,31.80,15.84,15.90,6.66,28.91,4.02,18.79
134402,a,129,10.695,47.700,102.1,21.81,91.04,151.2,94.13,90.08,255.2,91.68,77.16,1035.9,22.48,24.79,21.02,2,31.57,31.80,15.84,15.90,6.67,28.91,4.02,18.79

140513,b,113,10.605,47.700,101.4,48.27,90.20,155.4,94.75,90.66,255.3,96.67,86.36,836.5,21.47,24.64,20.56,2,31.57,31.80,15.84,15.90,6.62,28.91,3.98,18.79
140514,b,290,10.490,47.700,101.3,48.37,90.08,155.6,94.87,90.72,254.4,96.61,86.46,845.0,21.39,24.59,20.52,2,31.54,31.80,15.84,15.90,6.54,28.91,3.95,18.79
140515,b,503,10.334,47.700,101.3,48.34,90.13,151.8,94.86,90.59,254.0,96.42,86.51,854.5,21.26,24.81,20.47,2,31.55,31.80,15.84,15.90,6.47,28.91,3.86,18.79
140516,b,712,10.473,47.700,101.3,48.26,90.05,154.1,95.14,90.49,254.0,96.42,86.27,863.5,21.52,24.69,20.49,2,31.57,31.80,15.85,15.90,6.53,28.91,3.94,18.79
140517,b,898,11.272,47.700,108.1,48.47,90.22,155.6,94.99,90.62,253.5,96.41,86.44,872.7,21.37,24.74,20.50,2,31.52,31.80,15.84,15.90,7.03,28.91,4.24,18.79
140518,b,1042,11.918,47.700,114.2,49.12,90.34,152.3,94.83,90.62,252.2,96.39,86.46,882.3,21.49,24.57,20.50,2,31.52,31.80,15.84,15.90,7.41,28.91,4.50,18.79
140519,b,1173,12.423,47.700,120.4,49.94,90.32,154.9,94.83,90.60,253.4,96.57,86.36,893.0,21.45,24.52,20.50,2,31.52,31.80,15.84,15.90,7.72,28.91,4.70,18.79
140520,b,1230,12.853,47.700,125.2,50.46,90.33,155.5,94.78,90.67,253.1,96.52,86.29,901.1,21.40,24.62,20.53,2,31.55,31.80,15.84,15.90,8.01,28.91,4.84,18.79
140521,b,1258,13.326,47.700,130.3,50.99,90.54,154.4,94.69,90.52,252.4,96.37,86.14,909.5,21.61,24.62,20.54,2,31.53,31.80,15.84,15.90,8.34,28.91,4.99,18.79
140522,b,1270,13.705,47.700,133.7,51.68,90.63,154.5,94.38,90.63,251.1,96.30,85.89,918.0,21.20,24.62,20.49,2,31.55,31.80,15.85,15.90,8.56,28.91,5.14,18.79
140523,b,1268,14.065,47.700,138.9,51.99,90.58,154.9,94.19,90.70,253.5,96.17,85.69,924.9,21.29,24.54,20.48,2,31.55,31.80,15.84,15.90,8.77,28.91,5.30,18.79
140524,b,1259,14.493,47.700,140.9,52.23,90.75,153.9,93.98,90.75,253.9,96.30,85.53,932.3,21.48,24.74,20.51,2,31.54,31.80,15.84,15.90,8.99,28.91,5.50,18.79
140525,b,1241,14.866,47.700,146.4,52.80,90.82,151.7,93.65,90.80,253.2,96.41,85.20,946.0,21.45,24.76,20.52,2,31.55,31.80,15.84,15.90,9.21,28.91,5.66,18.79
140526,b,1228,15.198,47.700,149.4,53.29,90.97,151.2,93.54,90.77,252.5,96.30,84.92,952.8,21.48,24.84,20.51,2,31.55,31.80,15.84,15.90,9.37,28.91,5.83,18.79
140527,b,1214,15.570,47.700,154.4,53.28,90.90,155.0,93.37,90.94,253.2,96.19,84.67,961.0,21.41,24.74,20.50,2,31.54,31.80,15.85,15.90,9.74,28.91,5.83,18.79
140528,b,1201,15.873,47.700,156.2,53.49,90.95,154.1,93.32,91.03,253.7,96.28,84.55,970.6,21.46,24.69,20.53,2,31.54,31.80,15.84,15.90,9.90,28.91,5.97,18.79
140529,b,1194,16.206,47.700,157.9,53.68,91.04,153.5,93.15,90.98,254.2,96.23,84.22,980.5,21.47,24.64,20.54,2,31.53,31.80,15.84,15.90,10.04,28.91,6.17,18.79
