Time,RunCode,RPM,MDot,MDotSet,PIntake,TIntake,TLiner,PH2O,TH2OIn,TH2OOut,POil,TOilIn,TOilOut,PFuel,TFuelIn,TFuelOut,CRFuel,SumMode,MDot1,MDotSet1,MDot2,MDotSet2,MDot3,MDotSet3,MDot4,MDotSet4
163136,p,1195,17.388,47.200,174.2,53.01,92.89,152.6,93.85,92.41,249.9,99.87,89.23,927.6,24.07,26.37,21.24,2,31.17,31.47,15.67,15.73,10.74,28.61,6.64,18.59
163137,p,1195,17.211,47.200,175.3,52.76,92.84,152.5,94.12,92.28,249.4,99.66,89.26,928.3,24.08,26.37,21.21,2,31.18,31.47,15.67,15.73,10.67,28.61,6.54,18.59
163138,p,1196,17.350,47.200,174.9,52.75,92.83,152.6,94.25,92.33,247.8,99.89,89.21,929.0,24.11,26.30,21.22,2,31.19,31.47,15.67,15.73,10.79,28.61,6.56,18.59
163139,p,1197,17.521,47.200,174.6,52.78,92.74,152.3,94.38,92.16,247.6,99.70,89.23,929.3,24.06,26.50,21.17,2,31.19,31.47,15.67,15.73,10.90,28.61,6.62,18.59
163140,p,1199,17.557,47.200,175.0,52.59,92.73,151.3,94.75,92.11,247.3,99.53,89.30,929.4,24.03,26.50,21.16,2,31.21,31.47,15.67,15.73,10.86,28.61,6.70,18.59
163141,p,1194,17.278,47.200,175.2,52.59,92.81,154.6,95.20,92.11,248.5,99.61,89.27,929.4,24.23,26.59,21.22,2,31.22,31.47,15.68,15.73,10.74,28.61,6.54,18.59
163142,p,1199,17.411,47.200,174.8,52.71,92.75,152.0,95.38,92.27,247.7,99.59,89.33,928.4,24.32,26.35,21.22,2,31.21,31.47,15.68,15.73,10.84,28.61,6.57,18.59
163143,p,1197,17.346,47.200,174.8,52.59,92.91,152.5,95.48,92.17,247.9,99.59,89.23,929.8,24.17,26.45,21.22,2,31.21,31.47,15.68,15.73,10.79,28.61,6.56,18.59
163144,p,1202,17.484,47.200,174.1,52.44,92.80,152.7,95.81,92.14,248.2,99.56,89.36,932.4,24.20,26.59,21.21,2,31.22,31.47,15.67,15.73,10.87,28.61,6.62,18.59
163145,p,1201,17.492,47.200,173.7,52.27,92.79,155.4,95.96,92.15,250.9,99.47,89.20,937.2,24.24,26.37,21.18,2,31.22,31.47,15.67,15.73,10.82,28.61,6.67,18.59
163146,p,1200,17.437,47.200,173.1,52.41,93.03,151.9,96.16,92.13,247.5,99.43,89.33,946.6,24.09,26.37,21.22,2,31.19,31.47,15.67,15.73,10.72,28.61,6.72,18.59
163147,p,1200,17.520,47.200,174.2,52.36,93.02,153.1,96.27,92.08,248.0,99.38,89.22,962.2,24.22,26.35,21.21,2,31.20,31.47,15.67,15.73,10.84,28.61,6.68,18.59
163148,p,1199,17.611,47.200,173.4,52.38,92.92,151.5,96.35,92.14,249.1,99.48,89.17,977.2,24.19,26.59,21.17,2,31.22,31.47,15.67,15.73,10.90,28.61,6.71,18.59
163149,p,1198,17.342,47.200,173.1,52.23,93.09,151.8,96.24,92.25,250.1,99.47,89.25,990.4,24.19,26.18,21.20,2,31.22,31.47,15.67,15.73,10.71,28.61,6.63,18.59
163150,p,1199,17.346,47.200,175.5,52.20,93.28,153.9,96.09,92.06,248.3,99.55,89.35,1006.4,24.27,26.30,21.15,2,31.23,31.47,15.68,15.73,10.67,28.61,6.67,18.59
163151,p,1199,17.336,47.200,175.4,52.07,93.27,155.4,95.91,92.03,250.0,99.34,89.20,1021.6,24.10,26.59,21.10,2,31.23,31.47,15.68,15.73,10.67,28.61,6.66,18.59
163152,p,1198,17.266,47.200,176.1,52.20,93.32,153.2,95.97,92.34,248.2,99.42,89.13,1031.6,24.21,26.47,21.17,2,31.24,31.47,15.67,15.73,10.70,28.61,6.57,18.59
163154,p,1196,17.468,47.200,174.8,51.99,93.41,156.8,95.74,92.39,248.7,99.71,89.19,1039.7,24.24,26.52,21.20,2,31.25,31.47,15.68,15.73,10.78,28.61,6.68,18.59
163155,p,1196,17.344,47.200,176.2,51.95,93.53,151.9,95.48,92.39,248.8,99.49,89.32,1041.1,24.24,26.40,21.16,2,31.24,31.47,15.67,15.73,10.71,28.61,6.63,18.59
163156,p,1196,17.333,47.200,175.6,51.98,93.78,156.7,95.40,92.28,249.0,99.49,89.25,1040.2,24.19,26.47,21.15,2,31.26,31.47,15.67,15.73,10.67,28.61,6.66,18.59
163157,p,1198,17.376,47.200,175.5,52.12,93.90,150.2,95.25,92.42,247.8,99.36,89.24,1033.3,24.25,26.64,21.19,2,31.26,31.47,15.67,15.73,10.74,28.61,6.63,18.59
163158,p,1195,17.629,47.200,174.9,51.93,93.73,155.1,95.05,92.57,248.4,99.34,89.32,1023.8,24.28,26.32,21.16,2,31.21,31.47,15.67,15.73,10.91,28.61,6.72,18.59
163159,p,1200,17.503,47.200,174.7,52.03,93.93,154.5,94.73,92.53,248.8,99.40,89.14,1014.9,24.18,26.40,21.14,2,31.23,31.47,15.67,15.73,10.76,28.61,6.74,18.59
163200,p,1196,17.639,47.200,175.1,51.98,94.02,153.5,94.54,92.74,248.2,99.43,89.15,1003.9,24.12,26.35,21.15,2,31.25,31.47,15.67,15.73,10.95,28.61,6.69,18.59
163201,p,1201,17.494,47.200,174.8,52.12,93.96,152.7,94.42,92.70,248.0,99.44,89.17,996.1,24.16,26.52,21.17,2,31.22,31.47,15.68,15.73,10.79,28.61,6.70,18.59
163202,p,1197,17.542,47.200,174.9,51.98,94.18,156.2,94.26,92.68,247.8,99.31,89.25,988.5,24.27,26.59,21.17,2,31.24,31.47,15.68,15.73,10.92,28.61,6.63,18.59
163203,p,1199,17.386,47.200,174.5,52.13,94.03,154.0,94.17,92.71,248.7,99.22,89.29,981.2,24.26,26.52,21.18,2,31.22,31.47,15.67,15.73,10.72,28.61,6.66,18.59
163204,p,1198,17.461,47.200,173.8,51.88,94.08,153.0,93.92,92.66,248.1,99.40,89.29,975.1,24.19,26.37,21.17,2,31.23,31.47,15.67,15.73,10.78,28.61,6.68,18.59
163205,p,1198,17.556,47.200,173.7,51.98,94.02,152.6,93.94,92.74,249.4,99.46,89.20,968.6,24.35,26.40,21.19,2,31.22,31.47,15.68,15.73,10.83,28.61,6.72,18.59
163206,p,1199,17.274,47.200,176.0,51.89,94.01,152.5,93.75,92.69,249.6,99.24,89.24,961.7,24.24,26.23,21.18,2,31.20,31.47,15.68,15.73,10.68,28.61,6.59,18.59
163207,p,1202,17.338,47.200,173.4,51.85,93.97,153.2,93.67,92.65,248.6,99.15,89.31,953.7,24.52,26.35,21.20,2,31.21,31.47,15.67,15.73,10.69,28.61,6.65,18.59
163208,p,1200,17.386,47.200,175.2,51.86,94.02,151.9,93.56,92.60,249.9,99.21,89.23,948.0,24.31,26.35,21.15,2,31.22,31.47,15.68,15.73,10.69,28.61,6.69,18.59
163209,p,1200,17.294,47.200,176.4,52.01,93.83,155.6,93.49,92.67,249.4,99.20,89.24,942.7,24.28,26.42,21.16,2,31.23,31.47,15.68,15.73,10.71,28.61,6.59,18.59
163210,p,1201,17.364,47.200,175.9,51.87,93.77,151.4,93.49,92.67,249.4,98.90,89.22,936.9,24.34,26.37,21.16,2,31.23,31.47,15.67,15.73,10.75,28.61,6.61,18.59
163211,p,1205,17.292,47.200,175.9,51.88,93.82,157.8,93.48,92.66,248.9,99.21,89.15,933.1,24.25,26.50,21.15,2,31.21,31.47,15.67,15.73,10.74,28.61,6.55,18.59
163212,p,1210,17.313,47.200,175.4,51.74,93.84,154.4,93.50,92.60,248.6,99.09,89.11,930.4,24.25,26.64,21.11,2,31.26,31.47,15.67,15.73,10.69,28.61,6.62,18.59
163213,p,1211,17.206,47.200,175.3,51.78,93.66,154.3,93.78,92.62,249.8,99.11,89.19,928.0,24.19,26.64,21.17,2,31.23,31.47,15.67,15.73,10.65,28.61,6.56,18.59
163214,p,1216,17.434,47.200,173.5,51.78,93.64,152.7,94.02,92.46,249.9,99.21,89.21,926.7,24.31,26.52,21.15,2,31.24,31.47,15.68,15.73,10.73,28.61,6.70,18.59
163215,p,1218,17.408,47.200,173.6,51.80,93.60,152.1,94.04,92.46,248.8,98.91,89.21,926.3,24.15,26.57,21.15,2,31.25,31.47,15.67,15.73,10.88,28.61,6.53,18.59
163216,p,1215,17.469,47.200,173.5,51.70,93.68,155.2,94.32,92.38,251.3,98.81,89.33,926.4,24.23,26.47,21.17,2,31.25,31.47,15.67,15.73,10.80,28.61,6.67,18.59
163217,p,1213,17.360,47.200,173.1,51.74,93.62,151.5,94.46,92.40,248.2,98.95,89.29,926.2,24.35,26.52,21.15,2,31.25,31.47,15.68,15.73,10.68,28.61,6.68,18.59
163218,p,1212,17.550,47.200,172.7,51.65,93.61,151.6,94.75,92.25,247.7,98.72,89.12,926.4,24.26,26.62,21.12,2,31.24,31.47,15.68,15.73,10.84,28.61,6.71,18.59
163219,p,1207,17.276,47.200,174.6,51.68,93.58,153.2,94.96,92.40,248.8,99.01,89.25,926.4,24.27,26.50,21.13,2,31.22,31.47,15.67,15.73,10.68,28.61,6.60,18.59
163221,p,1206,17.441,47.200,173.2,51.69,93.61,154.1,95.31,92.41,250.2,99.20,89.20,926.4,24.34,26.59,21.14,2,31.21,31.47,15.68,15.73,10.73,28.61,6.71,18.59
163222,p,1205,17.291,47.200,176.0,51.78,93.58,155.2,95.63,92.22,251.8,98.97,89.21,926.5,24.21,26.54,21.15,2,31.22,31.47,15.68,15.73,10.69,28.61,6.60,18.59
163223,p,1199,17.399,47.200,176.2,51.86,93.62,150.7,95.81,92.54,250.9,98.89,89.26,927.5,24.27,26.62,21.19,2,31.23,31.47,15.68,15.73,10.82,28.61,6.58,18.59
163224,p,1194,17.677,47.200,175.8,51.83,93.59,152.2,95.98,92.33,251.1,98.88,89.32,927.8,24.30,26.37,21.14,2,31.17,31.47,15.67,15.73,10.96,28.61,6.72,18.59
163225,p,1196,17.574,47.200,175.7,51.94,93.82,154.3,96.25,92.28,250.9,98.87,89.29,927.9,24.27,26.32,21.17,2,31.17,31.47,15.68,15.73,10.85,28.61,6.72,18.59
163226,p,1194,17.491,47.200,174.5,51.87,93.91,154.5,96.20,92.31,250.0,99.00,89.22,929.1,24.22,26.76,21.14,2,31.21,31.47,15.68,15.73,10.76,28.61,6.73,18.59
163227,p,1194,17.421,47.200,174.5,51.87,93.91,155.9,96.24,92.49,249.1,98.94,89.38,929.2,24.28,26.52,21.14,2,31.19,31.47,15.68,15.73,10.76,28.61,6.67,18.59
163228,p,1195,17.582,47.200,174.6,51.75,93.85,150.0,96.18,92.43,248.1,99.00,89.36,929.1,24.32,26.45,21.10,2,31.20,31.47,15.67,15.73,10.81,28.61,6.77,18.59
163229,p,1193,17.491,47.200,176.8,51.90,94.06,155.6,96.13,92.42,249.1,98.97,89.25,929.1,24.37,26.47,21.15,2,31.19,31.47,15.67,15.73,10.87,28.61,6.62,18.59
163230,p,1190,17.720,47.200,176.9,51.82,94.28,153.5,95.99,92.48,251.4,98.81,89.31,929.3,24.43,26.59,21.15,2,31.19,31.47,15.68,15.73,11.01,28.61,6.71,18.59
163231,p,1183,17.589,47.200,176.1,51.89,94.33,156.6,96.00,92.65,250.4,98.86,89.22,929.0,24.42,26.59,21.16,2,31.17,31.47,15.67,15.73,10.96,28.61,6.63,18.59
163232,p,1182,17.527,47.200,175.3,51.89,94.33,151.4,95.64,92.57,248.8,98.82,89.32,928.4,24.34,26.47,21.16,2,31.18,31.47,15.67,15.73,10.80,28.61,6.72,18.59
163233,p,1181,17.548,47.200,177.8,52.00,94.70,153.0,95.52,92.68,250.3,98.85,89.21,929.4,24.37,26.52,21.13,2,31.18,31.47,15.68,15.73,10.86,28.61,6.69,18.59
163234,p,1182,17.849,47.200,177.8,52.06,94.76,155.0,95.34,92.68,250.5,98.95,89.21,929.8,24.31,26.59,21.15,2,31.21,31.47,15.68,15.73,11.07,28.61,6.78,18.59
163235,p,1177,17.746,47.200,177.2,51.92,94.58,153.6,95.08,92.68,251.2,98.91,89.17,929.6,24.35,26.57,21.11,2,31.22,31.47,15.68,15.73,11.05,28.61,6.70,18.59
163236,p,1180,17.771,47.200,176.7,51.90,94.66,153.0,94.84,92.74,248.0,98.89,89.29,929.4,24.39,26.40,21.13,2,31.20,31.47,15.67,15.73,11.00,28.61,6.77,18.59
163237,p,1186,17.564,47.200,175.7,51.89,94.69,151.3,94.81,92.83,250.5,98.92,89.22,929.7,24.40,26.32,21.12,2,31.21,31.47,15.67,15.73,10.82,28.61,6.74,18.59
163238,p,1185,13.541,47.200,136.6,51.77,94.83,153.9,94.55,92.77,251.2,98.96,89.28,929.6,24.38,26.72,21.12,2,31.22,31.47,15.67,15.73,8.41,28.61,5.13,18.59
163239,p,1125,10.967,47.200,106.5,50.59,94.88,154.7,94.62,92.90,249.7,98.85,89.29,929.2,24.51,26.54,21.15,2,31.18,31.47,15.68,15.73,6.83,28.61,4.14,18.59
163240,p,979,10.594,47.200,102.6,49.65,94.94,152.2,94.36,92.94,251.1,98.77,89.35,929.3,24.49,26.45,21.17,2,31.21,31.47,15.68,15.73,6.62,28.61,3.97,18.59
163241,p,726,10.548,47.200,102.8,49.15,94.89,153.2,94.05,93.01,243.9,98.64,89.40,929.3,24.62,26.42,21.16,2,31.18,31.47,15.67,15.73,6.58,28.61,3.97,18.59
163242,p,571,10.601,47.200,102.2,49.07,94.95,152.1,94.05,92.93,250.8,98.90,89.26,929.3,24.40,26.57,21.12,2,31.20,31.47,15.67,15.73,6.61,28.61,3.99,18.59
163243,p,446,10.607,47.200,102.5,48.87,94.85,152.9,94.05,93.07,247.6,98.90,89.28,904.5,24.60,26.54,21.16,2,31.21,31.47,15.68,15.73,6.62,28.61,3.99,18.59
163244,p,352,10.605,47.200,102.3,49.07,94.85,153.2,93.85,93.05,251.4,98.80,89.31,823.4,24.58,26.45,21.18,2,31.20,31.47,15.68,15.73,6.61,28.61,3.99,18.59
163245,p,257,10.727,47.200,103.5,49.01,94.73,154.4,93.69,93.07,251.7,98.80,89.36,736.9,24.46,26.50,21.14,2,31.20,31.47,15.67,15.73,6.69,28.61,4.04,18.59
163246,p,187,10.671,47.200,102.9,49.58,94.75,154.8,93.63,93.03,249.3,98.76,89.24,646.2,24.46,26.52,21.14,2,31.22,31.47,15.68,15.73,6.65,28.61,4.02,18.59
163248,p,138,10.655,47.200,102.9,49.72,94.63,156.6,93.65,93.11,247.3,98.78,89.39,523.3,24.54,26.42,21.20,2,31.18,31.47,15.68,15.73,6.64,28.61,4.02,18.59

163925,q,198,10.470,47.200,101.3,49.60,91.30,152.1,94.65,91.89,245.5,100.32,92.35,1010.0,23.71,26.25,21.04,2,31.21,31.47,15.68,15.73,6.53,28.61,3.94,18.59
163926,q,393,10.390,47.200,101.3,49.69,91.17,155.4,94.88,91.78,246.6,100.31,92.50,1019.2,23.68,26.35,21.03,2,31.21,31.47,15.68,15.73,6.48,28.61,3.91,18.59
163927,q,605,10.229,47.200,101.3,49.85,91.23,152.8,94.98,91.67,246.4,100.43,92.32,1027.1,23.66,26.23,21.01,2,31.23,31.47,15.67,15.73,6.39,28.61,3.84,18.59
163928,q,866,10.260,47.200,101.3,49.82,91.18,154.1,95.45,91.68,245.7,100.54,92.47,1031.0,23.49,26.28,21.02,2,31.21,31.47,15.67,15.73,6.42,28.61,3.84,18.59
163929,q,1019,10.467,47.200,101.3,49.83,91.09,156.0,95.62,91.64,246.6,100.60,92.46,1030.0,23.60,26.59,21.05,2,31.23,31.47,15.68,15.73,6.52,28.61,3.94,18.59
163930,q,1130,11.099,47.200,108.2,50.08,91.21,151.6,96.07,91.73,246.1,100.43,92.41,1027.3,23.77,26.23,21.08,2,31.20,31.47,15.68,15.73,6.93,28.61,4.17,18.59
163931,q,1209,11.784,47.200,114.6,50.56,91.24,152.0,96.17,91.60,245.7,100.28,92.37,1022.0,23.71,26.37,21.02,2,31.22,31.47,15.67,15.73,7.33,28.61,4.45,18.59
163932,q,1256,12.286,47.200,119.0,51.17,91.23,153.8,96.26,91.87,245.4,100.35,92.55,1013.5,23.87,26.20,21.08,2,31.23,31.47,15.68,15.73,7.64,28.61,4.65,18.59
163933,q,1279,12.781,47.200,123.7,51.74,91.39,149.1,96.30,91.61,246.1,100.13,92.36,1003.8,23.62,26.40,21.03,2,31.22,31.47,15.66,15.73,7.91,28.61,4.87,18.59
163934,q,1285,13.390,47.200,131.0,52.52,91.37,151.9,96.28,91.63,248.0,100.19,92.10,991.8,23.62,26.28,21.03,2,31.21,31.47,15.68,15.73,8.32,28.61,5.07,18.59
163935,q,1274,13.701,47.200,136.2,53.14,91.48,152.6,96.25,91.68,245.6,100.16,91.87,984.2,23.67,26.45,21.02,2,31.21,31.47,15.68,15.73,8.48,28.61,5.23,18.59
163936,q,1261,14.296,47.200,140.7,53.51,91.52,154.5,96.10,91.68,244.5,100.23,91.64,976.9,23.68,26.45,21.05,2,31.21,31.47,15.67,15.73,8.89,28.61,5.41,18.59
163937,q,1248,14.689,47.200,144.8,53.90,91.78,153.6,95.91,91.74,244.8,100.08,91.48,969.3,23.67,26.37,21.02,2,31.20,31.47,15.67,15.73,9.10,28.61,5.59,18.59
163938,q,1231,15.043,47.200,148.1,54.45,92.00,151.9,95.74,91.78,246.0,100.33,91.37,962.6,23.64,26.20,21.03,2,31.20,31.47,15.67,15.73,9.35,28.61,5.70,18.59
163939,q,1213,15.362,47.200,150.1,54.66,92.06,151.3,95.56,91.81,245.6,100.37,91.01,956.5,23.66,26.30,21.01,2,31.22,31.47,15.67,15.73,9.51,28.61,5.86,18.59
163940,q,1203,15.368,47.200,155.1,55.00,92.14,150.5,95.40,92.00,246.0,100.44,91.03,950.4,23.78,26.25,21.07,2,31.20,31.47,15.68,15.73,9.53,28.61,5.83,18.59
163942,q,1197,15.772,47.200,158.4,55.08,92.24,154.4,95.22,92.14,246.0,100.42,90.69,942.2,23.84,26.28,21.09,2,31.21,31.47,15.68,15.73,9.82,28.61,5.95,18.59
163943,q,1188,16.085,47.200,159.5,55.20,92.44,153.1,95.08,92.08,247.1,100.36,90.55,937.6,23.78,26.28,21.07,2,31.21,31.47,15.67,15.73,9.93,28.61,6.16,18.59
163943,q,1182,16.184,47.200,160.3,55.34,92.46,151.4,94.86,92.02,246.1,100.25,90.29,933.4,23.82,26.32,21.07,2,31.22,31.47,15.68,15.73,10.02,28.61,6.17,18.59
163945,q,1184,16.176,47.200,162.8,55.38,92.42,153.7,94.74,92.12,247.6,100.36,90.23,929.9,23.84,26.42,21.07,2,31.21,31.47,15.67,15.73,10.00,28.61,6.18,18.59
163946,q,1186,16.538,47.200,164.8,55.31,92.57,151.5,94.51,92.29,247.2,100.24,90.04,929.4,23.73,26.32,21.04,2,31.22,31.47,15.67,15.73,10.30,28.61,6.24,18.59
163947,q,1191,16.696,47.200,166.0,55.45,92.51,152.6,94.45,92.33,247.3,100.45,90.00,929.9,23.75,26.30,21.08,2,31.21,31.47,15.68,15.73,10.35,28.61,6.35,18.59
163948,q,1196,16.558,47.200,167.5,55.11,92.51,155.0,94.19,92.13,247.6,100.28,89.68,931.1,23.77,26.37,21.04,2,31.22,31.47,15.68,15.73,10.24,28.61,6.31,18.59
163949,q,1200,16.553,47.200,168.2,55.14,92.58,151.6,94.18,92.42,246.4,100.13,89.65,930.9,23.92,26.40,21.07,2,31.22,31.47,15.68,15.73,10.24,28.61,6.32,18.59
163950,q,1200,16.967,47.200,168.9,54.81,92.61,151.9,93.99,92.37,247.3,100.10,89.64,931.5,23.81,26.35,21.06,2,31.18,31.47,15.68,15.73,10.54,28.61,6.43,18.59
163951,q,1204,16.902,47.200,169.5,54.82,92.64,156.7,93.82,92.28,245.1,100.17,89.45,931.7,23.74,26.50,21.07,2,31.20,31.47,15.67,15.73,10.55,28.61,6.35,18.59
163952,q,1201,16.802,47.200,169.6,54.68,92.55,151.2,93.83,92.29,247.0,100.39,89.38,929.9,23.85,26.35,21.08,2,31.19,31.47,15.69,15.73,10.45,28.61,6.36,18.59
163953,q,1202,17.033,47.200,169.5,54.52,92.67,153.4,93.75,92.47,245.8,100.29,89.44,930.8,23.89,26.47,21.12,2,31.21,31.47,15.67,15.73,10.59,28.61,6.44,18.59
163954,q,1204,17.098,47.200,169.6,54.51,92.68,151.0,93.56,92.32,248.4,100.28,89.47,934.6,23.94,26.35,21.09,2,31.21,31.47,15.67,15.73,10.57,28.61,6.53,18.59
163955,q,1199,17.049,47.200,171.0,54.30,92.47,154.8,93.57,92.33,248.8,100.10,89.28,943.7,23.75,26.64,21.04,2,31.21,31.47,15.68,15.73,10.60,28.61,6.45,18.59
163956,q,1202,17.261,47.200,170.8,54.04,92.39,154.7,93.59,92.37,245.0,100.16,89.18,952.8,23.89,26.59,21.06,2,31.22,31.47,15.68,15.73,10.67,28.61,6.59,18.59
163957,q,1200,17.170,47.200,170.6,53.89,92.48,153.4,93.68,92.30,245.6,99.97,89.31,966.2,23.92,26.37,21.07,2,31.20,31.47,15.68,15.73,10.60,28.61,6.57,18.59
163958,q,1199,17.094,47.200,170.6,53.84,92.41,151.7,93.67,92.31,247.4,99.96,89.22,981.2,23.92,26.45,21.04,2,31.23,31.47,15.68,15.73,10.56,28.61,6.54,18.59
163959,q,1200,17.029,47.200,173.2,53.63,92.36,154.9,93.82,92.28,247.3,99.95,89.21,995.2,23.94,26.47,21.09,2,31.23,31.47,15.67,15.73,10.53,28.61,6.50,18.59
164000,q,1200,17.387,47.200,171.9,53.60,92.43,157.0,93.99,92.19,246.0,100.21,89.28,1010.2,23.89,26.52,21.08,2,31.23,31.47,15.68,15.73,10.74,28.61,6.64,18.59
164001,q,1201,17.419,47.200,172.2,53.68,92.45,151.1,94.17,92.13,247.4,100.13,89.26,1022.2,23.93,26.59,21.12,2,31.21,31.47,15.67,15.73,10.82,28.61,6.60,18.59
164002,q,1199,17.336,47.200,172.1,53.35,92.24,152.2,94.42,92.02,247.6,100.07,89.41,1029.2,23.98,26.42,21.09,2,31.24,31.47,15.68,15.73,10.71,28.61,6.62,18.59
164003,q,1203,17.456,47.200,173.1,53.15,92.36,156.4,94.90,92.04,248.5,100.06,89.25,1032.7,24.11,26.45,21.13,2,31.19,31.47,15.68,15.73,10.79,28.61,6.66,18.59
164004,q,1201,17.492,47.200,172.6,53.15,92.32,154.1,94.94,92.06,246.8,99.89,89.29,1031.5,24.01,26.35,21.07,2,31.23,31.47,15.67,15.73,10.82,28.61,6.67,18.59
164005,q,1203,17.470,47.200,171.9,53.09,92.26,153.6,95.24,92.04,247.3,100.05,89.15,1027.2,23.98,26.37,21.09,2,31.25,31.47,15.68,15.73,10.79,28.61,6.68,18.59
164006,q,1200,17.331,47.200,173.7,53.01,92.20,154.3,95.50,91.98,249.6,100.20,89.17,1018.4,24.04,26.52,21.11,2,31.23,31.47,15.67,15.73,10.71,28.61,6.62,18.59
164007,q,1201,17.352,47.200,175.1,52.88,92.28,154.0,95.64,91.98,248.6,100.01,89.31,1009.7,23.96,26.30,21.09,2,31.20,31.47,15.68,15.73,10.67,28.61,6.68,18.59
164008,q,1200,17.316,47.200,174.7,52.93,92.26,156.1,95.82,91.86,247.3,100.05,89.27,1001.7,23.94,26.64,21.07,2,31.24,31.47,15.68,15.73,10.76,28.61,6.56,18.59
164010,q,1202,17.247,47.200,175.2,52.79,92.31,154.6,96.28,92.03,245.8,100.19,89.30,991.3,24.08,26.35,21.12,2,31.20,31.47,15.67,15.73,10.63,28.61,6.62,18.59
164011,q,1198,17.238,47.200,175.2,52.71,92.37,153.9,96.20,92.15,248.0,100.07,89.28,983.6,24.16,26.45,21.12,2,31.20,31.47,15.67,15.73,10.71,28.61,6.53,18.59
164012,q,1203,17.219,47.200,175.0,52.66,92.64,153.1,96.24,92.06,248.1,99.89,89.23,977.1,23.99,26.62,21.05,2,31.17,31.47,15.68,15.73,10.68,28.61,6.54,18.59
164013,q,1203,17.415,47.200,174.9,52.49,92.67,152.6,96.40,91.93,246.6,100.03,89.26,970.3,24.16,26.69,21.10,2,31.18,31.47,15.68,15.73,10.84,28.61,6.58,18.59
164014,q,1199,17.600,47.200,174.4,52.59,92.67,153.0,96.24,92.03,247.0,100.09,89.20,963.6,24.07,26.59,21.12,2,31.19,31.47,15.68,15.73,10.92,28.61,6.68,18.59
164015,q,1203,17.416,47.200,174.1,52.41,92.97,154.3,96.14,92.15,247.8,99.82,89.30,957.4,24.12,26.45,21.12,2,31.19,31.47,15.68,15.73,10.76,28.61,6.66,18.59
164016,q,1201,17.500,47.200,173.7,52.52,93.12,157.3,96.05,92.12,247.5,99.84,89.29,951.9,24.10,26.42,21.15,2,31.21,31.47,15.67,15.73,10.79,28.61,6.71,18.59
164017,q,1202,17.594,47.200,174.3,52.33,93.11,155.5,95.69,92.13,249.2,99.98,89.26,945.1,24.04,26.59,21.10,2,31.23,31.47,15.67,15.73,10.88,28.61,6.72,18.59
164018,q,1199,17.588,47.200,173.7,52.32,93.20,152.8,95.66,92.12,246.4,99.91,89.35,939.4,24.09,26.57,21.09,2,31.24,31.47,15.66,15.73,10.90,28.61,6.69,18.59
164019,q,1200,17.387,47.200,172.9,52.18,93.36,151.3,95.32,92.30,244.0,100.00,89.25,935.1,24.17,26.45,21.11,2,31.23,31.47,15.67,15.73,10.73,28.61,6.65,18.59
164020,q,1198,17.284,47.200,174.0,52.32,93.42,156.3,95.26,92.42,247.7,99.85,89.33,931.8,24.09,26.45,21.09,2,31.21,31.47,15.67,15.73,10.68,28.61,6.60,18.59
164021,q,1201,17.323,47.200,175.8,52.25,93.55,155.6,95.03,92.37,245.4,99.93,89.22,929.8,24.12,26.47,21.12,2,31.23,31.47,15.68,15.73,10.69,28.61,6.64,18.59
164022,q,1196,17.370,47.200,175.6,52.13,93.59,153.8,94.91,92.51,247.8,99.89,89.26,928.6,24.26,26.40,21.12,2,31.22,31.47,15.68,15.73,10.80,28.61,6.57,18.59
164023,q,1200,17.380,47.200,176.1,52.01,93.67,153.1,94.57,92.43,248.0,100.04,89.26,927.9,24.10,26.59,21.08,2,31.24,31.47,15.67,15.73,10.72,28.61,6.66,18.59
164024,q,1194,17.455,47.200,175.9,52.12,93.74,152.1,94.36,92.38,245.5,100.05,89.29,928.2,24.03,26.47,21.07,2,31.20,31.47,15.67,15.73,10.74,28.61,6.71,18.59
164025,q,1194,17.601,47.200,176.0,52.13,93.55,154.0,94.17,92.49,246.2,99.88,89.24,928.4,24.10,26.57,21.08,2,31.24,31.47,15.68,15.73,10.93,28.61,6.67,18.59
164026,q,1198,17.642,47.200,175.5,52.01,93.69,154.4,94.25,92.63,245.6,99.85,89.36,928.4,24.24,26.35,21.12,2,31.21,31.47,15.67,15.73,10.91,28.61,6.73,18.59
164027,q,1195,17.666,47.200,175.1,52.06,93.78,154.1,94.04,92.70,247.6,99.81,89.31,929.4,24.15,26.42,21.09,2,31.21,31.47,15.67,15.73,10.95,28.61,6.71,18.59
164028,q,1201,17.519,47.200,174.5,52.03,93.83,155.5,93.87,92.55,247.4,99.84,89.28,929.9,24.12,26.47,21.08,2,31.21,31.47,15.68,15.73,10.79,28.61,6.73,18.59
164029,q,1200,17.645,47.200,174.0,51.97,93.71,155.5,93.93,92.65,247.1,99.89,89.28,929.8,24.20,26.47,21.12,2,31.21,31.47,15.67,15.73,10.91,28.61,6.73,18.59
164030,q,1200,17.613,47.200,175.0,52.09,93.75,153.8,93.93,92.69,247.4,99.95,89.40,929.6,24.28,26.23,21.16,2,31.19,31.47,15.67,15.73,10.88,28.61,6.73,18.59
164031,q,1199,17.549,47.200,174.3,51.91,93.65,154.5,93.51,92.69,249.4,99.74,89.30,929.7,24.02,26.40,21.06,2,31.21,31.47,15.67,15.73,10.83,28.61,6.72,18.59
