CA	Piston position	D	E	F	G	H	I	J
333.10	5.8971							
333.20	5.8540							
333.30	5.8110							
333.40	5.7681							
333.50	5.7254							
333.60	5.6828							
333.70	5.6404							
333.80	5.5981							
333.90	5.5560							
334.00	5.5140							
334.10	5.4722							
334.20	5.4305							
334.30	5.3889							
334.40	5.3475							
334.50	5.3063							
334.60	5.2652							
334.70	5.2242							
334.80	5.1834							
334.90	5.1428							
335.00	5.1022							
335.10	5.0619							
335.20	5.0217							
335.30	4.9816							
335.40	4.9417							
335.50	4.9019							
335.60	4.8623							
335.70	4.8228							
335.80	4.7835							
335.90	4.7443							
336.00	4.7053							
336.10	4.6664							
336.20	4.6277							
336.30	4.5891							
336.40	4.5507							
336.50	4.5124							
336.60	4.4743							
336.70	4.4364							
336.80	4.3986							
336.90	4.3609							
337.00	4.3234							
337.10	4.2860							
337.20	4.2488							
337.30	4.2118							
337.40	4.1748							
337.50	4.1381							
337.60	4.1015							
337.70	4.0650							
337.80	4.0288							
337.90	3.9926							
338.00	3.9566							
338.10	3.9208							
338.20	3.8851							
338.30	3.8496							
338.40	3.8142							
338.50	3.7790							
338.60	3.7440							
338.70	3.7091							
338.80	3.6743							
338.90	3.6397							
339.00	3.6053							
339.10	3.5710							
339.20	3.5369							
339.30	3.5029							
339.40	3.4691							
339.50	3.4354							
339.60	3.4019							
339.70	3.3686							
339.80	3.3354							
339.90	3.3023							
340.00	3.2695							
340.10	3.2367							
340.20	3.2042							
340.30	3.1718							
340.40	3.1395							
340.50	3.1074							
340.60	3.0755							
340.70	3.0437							
340.80	3.0121							
340.90	2.9806							
341.00	2.9493							
341.10	2.9182							
341.20	2.8872							
341.30	2.8564							
341.40	2.8257							
341.50	2.7952							
341.60	2.7648							
341.70	2.7347							
341.80	2.7046							
341.90	2.6748							
342.00	2.6451							
342.10	2.6155							
342.20	2.5861							
342.30	2.5569							
342.40	2.5278							
342.50	2.4989							
342.60	2.4702							
342.70	2.4416							
342.80	2.4131							
342.90	2.3849							
343.00	2.3568							
343.10	2.3288							
343.20	2.3010							
343.30	2.2734							
343.40	2.2460							
343.50	2.2187							
343.60	2.1915							
343.70	2.1646							
343.80	2.1378							
343.90	2.1111							
344.00	2.0846							
344.10	2.0583							
344.20	2.0321							
344.30	2.0061							
344.40	1.9803							
344.50	1.9546							
344.60	1.9291							
344.70	1.9038							
344.80	1.8786							
344.90	1.8536							
345.00	1.8287							
345.10	1.8040							
345.20	1.7795							
345.30	1.7552							
345.40	1.7310							
345.50	1.7069							
345.60	1.6831							
345.70	1.6594							
345.80	1.6358							
345.90	1.6124							
346.00	1.5892							
346.10	1.5662							
346.20	1.5433							
346.30	1.5206							
346.40	1.4981							
346.50	1.4757							
346.60	1.4534							
346.70	1.4314							
346.80	1.4095							
346.90	1.3878							
347.00	1.3662							
347.10	1.3449							
347.20	1.3236							
347.30	1.3026							
347.40	1.2817							
347.50	1.2610							
347.60	1.2404							
347.70	1.2200							
347.80	1.1998							
347.90	1.1797							
348.00	1.1599							
348.10	1.1401							
348.20	1.1206							
348.30	1.1012							
348.40	1.0820							
348.50	1.0629							
348.60	1.0440							
348.70	1.0253							
348.80	1.0068							
348.90	0.98839							
349.00	0.97018							
349.10	0.95213							
349.20	0.93425							
349.30	0.91655							
349.40	0.89901							
349.50	0.88163							
349.60	0.86443							
349.70	0.84739							
349.80	0.83053							
349.90	0.81383							
350.00	0.79730							
350.10	0.78094							
350.20	0.76475							
350.30	0.74873							
350.40	0.73287							
350.50	0.71719							
350.60	0.70167							
350.70	0.68633							
350.80	0.67115							
350.90	0.65615							
351.00	0.64131							
351.10	0.62664							
351.20	0.61214							
351.30	0.59782							
351.40	0.58366							
351.50	0.56967							
351.60	0.55585							
351.70	0.54220							
351.80	0.52873							
351.90	0.51542							
352.00	0.50228							
352.10	0.48931							
352.20	0.47651							
352.30	0.46389							
352.40	0.45143							
352.50	0.43915							
352.60	0.42703							
352.70	0.41509							
352.80	0.40332							
352.90	0.39171							
353.00	0.38028							
353.10	0.36902							
353.20	0.35793							
353.30	0.34701							
353.40	0.33626							
353.50	0.32569							
353.60	0.31528							
353.70	0.30505							
353.80	0.29498							
353.90	0.28509							
354.00	0.27537							
354.10	0.26582							
354.20	0.25644							
354.30	0.24724							
354.40	0.23820							
354.50	0.22934							
354.60	0.22065							
354.70	0.21213							
354.80	0.20378							
354.90	0.19561							
355.00	0.18760							
355.10	0.17977							
355.20	0.17211							
355.30	0.16462							
355.40	0.15730							
355.50	0.15016							
355.60	0.14319							
355.70	0.13639							
355.80	0.12976							
355.90	0.12330							
356.00	0.11702							
356.10	0.11091							
356.20	0.10497							
356.30	0.099199							
356.40	0.093604							
356.50	0.088181							
356.60	0.082930							
356.70	0.077852							
356.80	0.072947							
356.90	0.068214							
357.00	0.063653							
357.10	0.059264							
357.20	0.055048							
357.30	0.051006							
357.40	0.047135							
357.50	0.043436							
357.60	0.039911							
357.70	0.036558							
357.80	0.033378							
357.90	0.030370							
358.00	0.027535							
358.10	0.024872							
358.20	0.022383							
358.30	0.020066							
358.40	0.017922							
358.50	0.015950							
358.60	0.014151							
358.70	0.012525							
358.80	0.011072							
358.90	0.0097911							
359.00	0.0086832							
359.10	0.0077481							
359.20	0.0069858							
359.30	0.0063964							
359.40	0.0059797							
359.50	0.0057357							
359.60	0.0056646							
359.70	0.0057663							
359.80	0.0060407							
359.90	0.0064880							
360.00	0.0071081							
360.10	0.0079010							
360.20	0.0088668							
360.30	0.010005							
360.40	0.011316							
360.50	0.012800							
360.60	0.014457							
360.70	0.016287							
360.80	0.018289							
360.90	0.020464							
361.00	0.022812							
361.10	0.025333							
361.20	0.028026							
361.30	0.030892							
361.40	0.033930							
361.50	0.037142							
361.60	0.040526							
361.70	0.044083							
361.80	0.047812							
361.90	0.051714							
362.00	0.055789							
362.10	0.060037							
362.20	0.064457							
362.30	0.069048							
362.40	0.073813							
362.50	0.078751							
362.60	0.083861							
362.70	0.089144							
362.80	0.094598							
362.90	0.10023							
363.00	0.10603							
363.10	0.11200							
363.20	0.11814							
363.30	0.12446							
363.40	0.13095							
363.50	0.13761							
363.60	0.14444							
363.70	0.15145							
363.80	0.15863							
363.90	0.16598							
364.00	0.17350							
364.10	0.18119							
364.20	0.18906							
364.30	0.19710							
364.40	0.20531							
364.50	0.21369							
364.60	0.22224							
364.70	0.23097							
364.80	0.23987							
364.90	0.24894							
365.00	0.25818							
365.10	0.26759							
365.20	0.27718							
365.30	0.28693							
365.40	0.29686							
365.50	0.30696							
365.60	0.31723							
365.70	0.32767							
365.80	0.33828							
365.90	0.34907							
366.00	0.36002							
366.10	0.37115							
366.20	0.38245							
366.30	0.39392							
366.40	0.40556							
366.50	0.41737							
366.60	0.42935							
366.70	0.44151							
366.80	0.45383							
366.90	0.46632							
367.00	0.47899							
367.10	0.49183							
367.20	0.50483							
367.30	0.51801							
367.40	0.53136							
367.50	0.54488							
367.60	0.55856							
367.70	0.57242							
367.80	0.58645							
367.90	0.60065							
368.00	0.61502							
368.10	0.62956							
368.20	0.64427							
368.30	0.65915							
368.40	0.67420							
368.50	0.68942							
368.60	0.70480							
368.70	0.72036							
368.80	0.73609							
368.90	0.75199							
369.00	0.76805							
369.10	0.78429							
369.20	0.80070							
369.30	0.81727							
369.40	0.83401							
369.50	0.85092							
369.60	0.86800							
369.70	0.88526							
369.80	0.90267							
369.90	0.92026							
370.00	0.93802							
370.10	0.95594							
370.20	0.97404							
370.30	0.99229							
370.40	1.0107							
370.50	1.0293							
370.60	1.0481							
370.70	1.0670							
370.80	1.0861							
370.90	1.1054							
371.00	1.1248							
371.10	1.1444							
371.20	1.1642							
371.30	1.1841							
371.40	1.2043							
371.50	1.2245							
371.60	1.2450							
371.70	1.2656							
371.80	1.2864							
371.90	1.3073							
372.00	1.3284							
372.10	1.3497							
372.20	1.3711							
372.30	1.3927							
372.40	1.4145							
372.50	1.4365							
372.60	1.4586							
372.70	1.4808							
372.80	1.5033							
372.90	1.5259							
373.00	1.5487							
373.10	1.5716							
373.20	1.5947							
373.30	1.6180							
373.40	1.6414							
373.50	1.6650							
373.60	1.6888							
373.70	1.7127							
373.80	1.7368							
373.90	1.7610							
374.00	1.7855							
374.10	1.8100							
374.20	1.8348							
374.30	1.8597							
374.40	1.8848							
374.50	1.9100							
374.60	1.9355							
374.70	1.9610							
374.80	1.9868							
374.90	2.0127							
375.00	2.0387							
375.10	2.0649							
375.20	2.0913							
375.30	2.1179							
375.40	2.1446							
375.50	2.1715							
375.60	2.1985							
375.70	2.2257							
375.80	2.2531							
375.90	2.2806							
376.00	2.3083							
376.10	2.3362							
376.20	2.3642							
376.30	2.3924							
376.40	2.4207							
376.50	2.4492							
376.60	2.4779							
376.70	2.5067							
376.80	2.5357							
376.90	2.5648							
377.00	2.5941							
377.10	2.6236							
377.20	2.6532							
377.30	2.6830							
377.40	2.7129							
377.50	2.7431							
377.60	2.7733							
377.70	2.8038							
377.80	2.8343							
377.90	2.8651							
378.00	2.8960							
378.10	2.9271							
378.20	2.9583							
378.30	2.9897							
378.40	3.0212							
378.50	3.0529							
378.60	3.0848							
378.70	3.1168							
378.80	3.1490							
378.90	3.1813							
379.00	3.2138							
379.10	3.2465							
379.20	3.2793							
379.30	3.3122							
379.40	3.3454							
379.50	3.3786							
379.60	3.4121							
379.70	3.4457							
379.80	3.4794							
379.90	3.5133							
380.00	3.5474							
380.10	3.5816							
380.20	3.6160							
380.30	3.6505							
380.40	3.6852							
380.50	3.7201							
380.60	3.7551							
380.70	3.7902							
380.80	3.8255							
380.90	3.8610							
381.00	3.8966							
381.10	3.9324							
381.20	3.9683							
381.30	4.0044							
381.40	4.0406							
381.50	4.0770							
381.60	4.1136							
381.70	4.1503							
381.80	4.1871							
381.90	4.2241							
382.00	4.2613							
382.10	4.2986							
382.20	4.3361							
382.30	4.3737							
382.40	4.4115							
382.50	4.4494							
382.60	4.4875							
382.70	4.5257							
382.80	4.5641							
382.90	4.6026							
383.00	4.6413							
383.10	4.6801							
383.20	4.7191							
383.30	4.7582							
383.40	4.7975							
383.50	4.8369							
383.60	4.8765							
383.70	4.9163							
383.80	4.9561							
383.90	4.9962							
384.00	5.0364							
384.10	5.0767							
384.20	5.1172							
384.30	5.1578							
384.40	5.1986							
384.50	5.2395							
384.60	5.2806							
384.70	5.3218							
384.80	5.3632							
384.90	5.4047							
385.00	5.4464							
385.10	5.4882							
385.20	5.5302							
385.30	5.5723							
385.40	5.6145							
385.50	5.6569							
385.60	5.6995							
385.70	5.7422							
385.80	5.7850							
385.90	5.8280							
386.00	5.8711							
386.10	5.9144							
386.20	5.9578							
386.30	6.0014							
386.40	6.0451							
386.50	6.0890							
386.60	6.1330							
386.70	6.1771							
386.80	6.2214							
386.90	6.2658							
387.00	6.3104							
387.10	6.3551							
387.20	6.4000							
387.30	6.4450							
387.40	6.4902							
387.50	6.5355							
387.60	6.5809							
387.70	6.6265							
387.80	6.6722							
387.90	6.7180							
388.00	6.7640							
388.10	6.8102							
388.20	6.8565							
388.30	6.9029							
388.40	6.9495							
388.50	6.9962							
388.60	7.0430							
388.70	7.0900							
388.80	7.1371							
388.90	7.1844							
389.00	7.2318							
389.10	7.2793							
389.20	7.3270							
389.30	7.3748							
389.40	7.4228							
389.50	7.4709							
389.60	7.5191							
389.70	7.5675							
389.80	7.6160							
389.90	7.6647							
390.00	7.7135							
390.10	7.7624							
390.20	7.8114							
390.30	7.8606							
390.40	7.9100							
390.50	7.9594							
390.60	8.0090							
390.70	8.0588							
390.80	8.1086							
390.90	8.1587							
391.00	8.2088							
391.10	8.2591							
391.20	8.3095							
391.30	8.3600							
391.40	8.4107							
391.50	8.4615							
391.60	8.5125							
391.70	8.5636							
391.80	8.6148							
391.90	8.6661							
392.00	8.7176							
392.10	8.7692							
392.20	8.8210							
392.30	8.8728							
392.40	8.9248							
392.50	8.9770							
392.60	9.0292							
392.70	9.0816							
392.80	9.1342							
392.90	9.1868							
393.00	9.2396							
393.10	9.2925							
393.20	9.3456							
393.30	9.3988							
393.40	9.4521							
393.50	9.5055							
393.60	9.5591							
393.70	9.6128							
393.80	9.6666							
393.90	9.7205							
394.00	9.7746							
394.10	9.8288							
394.20	9.8832							
394.30	9.9376							
394.40	9.9922							
394.50	10.047							
394.60	10.102							
394.70	10.157							
394.80	10.212							
394.90	10.267							
395.00	10.322							
395.10	10.378							
395.20	10.433							
395.30	10.489							
395.40	10.545							
395.50	10.601							
395.60	10.657							
395.70	10.713							
395.80	10.770							
395.90	10.826							
396.00	10.883							
396.10	10.939							
396.20	10.996							
396.30	11.053							
396.40	11.110							
396.50	11.167							
396.60	11.225							
396.70	11.282							
396.80	11.340							
396.90	11.397							
397.00	11.455							
397.10	11.513							
397.20	11.571							
397.30	11.629							
397.40	11.687							
397.50	11.746							
397.60	11.804							
397.70	11.863							
397.80	11.922							
397.90	11.980							
398.00	12.039							
398.10	12.098							
398.20	12.158							
398.30	12.217							
398.40	12.276							
398.50	12.336							
398.60	12.396							
398.70	12.455							
398.80	12.515							
398.90	12.575							
399.00	12.635							
399.10	12.696							
399.20	12.756							
399.30	12.817							
399.40	12.877							
399.50	12.938							
399.60	12.999							
399.70	13.060							
399.80	13.121							
399.90	13.182							
400.00	13.243							
400.10	13.304							
400.20	13.366							
400.30	13.427							
400.40	13.489							
400.50	13.551							
400.60	13.613							
400.70	13.675							
400.80	13.737							
400.90	13.799							
401.00	13.862							
401.10	13.924							
401.20	13.987							
401.30	14.049							
401.40	14.112							
401.50	14.175							
401.60	14.238							
401.70	14.301							
401.80	14.364							
401.90	14.428							
402.00	14.491							
402.10	14.555							
402.20	14.618							
402.30	14.682							
402.40	14.746							
402.50	14.810							
402.60	14.874							
402.70	14.938							
402.80	15.002							
402.90	15.067							
403.00	15.131							
403.10	15.196							
403.20	15.261							
403.30	15.325							
403.40	15.390							
403.50	15.455							
403.60	15.520							
403.70	15.586							
403.80	15.651							
403.90	15.716							
404.00	15.782							
404.10	15.847							
404.20	15.913							
404.30	15.979							
404.40	16.045							
404.50	16.111							
404.60	16.177							
404.70	16.243							
404.80	16.309							
404.90	16.376							
405.00	16.442							
405.10	16.509							
405.20	16.575							
405.30	16.642							
405.40	16.709							
405.50	16.776							
405.60	16.843							
405.70	16.910							
405.80	16.978							
405.90	17.045							
406.00	17.112							
406.10	17.180							
406.20	17.247							
406.30	17.315							
406.40	17.383							
406.50	17.451							
406.60	17.519							
406.70	17.587							
406.80	17.655							
406.90	17.724							
407.00	17.792							
407.10	17.860							
407.20	17.929							
407.30	17.998							
407.40	18.066							
407.50	18.135							
407.60	18.204							
407.70	18.273							
407.80	18.342							
407.90	18.411							
408.00	18.481							
408.10	18.550							
408.20	18.619							
408.30	18.689							
408.40	18.759							
408.50	18.828							
408.60	18.898							
408.70	18.968							
408.80	19.038							
408.90	19.108							
409.00	19.178							
409.10	19.248							
409.20	19.319							
409.30	19.389							
409.40	19.459							
409.50	19.530							
409.60	19.601							
409.70	19.671							
409.80	19.742							
409.90	19.813							
410.00	19.884							
410.10	19.955							
410.20	20.026							
410.30	20.097							
410.40	20.169							
410.50	20.240							
410.60	20.312							
410.70	20.383							
410.80	20.455							
410.90	20.526							
411.00	20.598							
411.10	20.670							
411.20	20.742							
411.30	20.814							
411.40	20.886							
411.50	20.958							
411.60	21.031							
411.70	21.103							
411.80	21.175							
411.90	21.248							
412.00	21.320							
412.10	21.393							
412.20	21.466							
412.30	21.538							
412.40	21.611							
412.50	21.684							
412.60	21.757							
412.70	21.830							
412.80	21.903							
412.90	21.977							
413.00	22.050							
413.10	22.123							
413.20	22.197							
413.30	22.270							
413.40	22.344							
413.50	22.417							
413.60	22.491							
413.70	22.565							
413.80	22.639							
413.90	22.713							
414.00	22.787							
414.10	22.861							
414.20	22.935							
414.30	23.009							
414.40	23.084							
414.50	23.158							
414.60	23.232							
414.70	23.307							
414.80	23.381							
414.90	23.456							
415.00	23.531							
415.10	23.605							
415.20	23.680							
415.30	23.755							
415.40	23.830							
415.50	23.905							
415.60	23.980							
415.70	24.055							
415.80	24.131							
415.90	24.206							
416.00	24.281							
416.10	24.357							
416.20	24.432							
416.30	24.507							
416.40	24.583							
416.50	24.659							
416.60	24.734							
416.70	24.810							
416.80	24.886							
416.90	24.962							
417.00	25.038							
417.10	25.114							
417.20	25.190							
417.30	25.266							
417.40	25.342							
417.50	25.419							
417.60	25.495							
417.70	25.571							
417.80	25.648							
417.90	25.724							
418.00	25.801							
418.10	25.877							
418.20	25.954							
418.30	26.031							
418.40	26.107							
418.50	26.184							
418.60	26.261							
418.70	26.338							
418.80	26.415							
418.90	26.492							
419.00	26.569							
419.10	26.646							
419.20	26.723							
419.30	26.801							
419.40	26.878							
419.50	26.955							
419.60	27.033							
419.70	27.110							
419.80	27.188							
419.90	27.265							
420.00	27.343							
420.10	27.420							
420.20	27.498							
420.30	27.576							
420.40	27.654							
420.50	27.732							
420.60	27.809							
420.70	27.887							
420.80	27.965							
420.90	28.043							
421.00	28.122							
421.10	28.200							
421.20	28.278							
421.30	28.356							
421.40	28.434							
421.50	28.513							
421.60	28.591							
421.70	28.670							
421.80	28.748							
421.90	28.826							
422.00	28.905							
422.10	28.984							
422.20	29.062							
422.30	29.141							
422.40	29.220							
422.50	29.298							
422.60	29.377							
422.70	29.456							
422.80	29.535							
422.90	29.614							
423.00	29.693							
423.10	29.772							
423.20	29.851							
423.30	29.930							
423.40	30.009							
423.50	30.088							
423.60	30.168							
423.70	30.247							
423.80	30.326							
423.90	30.405							
424.00	30.485							
424.10	30.564							
424.20	30.644							
424.30	30.723							
424.40	30.803							
424.50	30.882							
424.60	30.962							
424.70	31.041							
424.80	31.121							
424.90	31.201							
425.00	31.280							
425.10	31.360							
425.20	31.440							
425.30	31.520							
425.40	31.600							
425.50	31.680							
425.60	31.760							
425.70	31.839							
425.80	31.919							
425.90	31.999							
426.00	32.080							
426.10	32.160							
426.20	32.240							
426.30	32.320							
426.40	32.400							
426.50	32.480							
426.60	32.560							
426.70	32.641							
426.80	32.721							
426.90	32.801							
427.00	32.882							
427.10	32.962							
427.20	33.042							
427.30	33.123							
427.40	33.203							
427.50	33.284							
427.60	33.364							
427.70	33.445							
427.80	33.525							
427.90	33.606							
428.00	33.687							
428.10	33.767							
428.20	33.848							
428.30	33.929							
428.40	34.009							
428.50	34.090							
428.60	34.171							
428.70	34.252							
428.80	34.332							
428.90	34.413							
429.00	34.494							
429.10	34.575							
429.20	34.656							
429.30	34.737							
429.40	34.818							
429.50	34.899							
429.60	34.980							
429.70	35.061							
429.80	35.142							
429.90	35.223							
430.00	35.304							
430.10	35.385							
430.20	35.466							
430.30	35.547							
430.40	35.628							
430.50	35.709							
430.60	35.790							
430.70	35.871							
430.80	35.953							
430.90	36.034							
431.00	36.115							
431.10	36.196							
431.20	36.278							
431.30	36.359							
431.40	36.440							
431.50	36.521							
431.60	36.603							
431.70	36.684							
431.80	36.765							
431.90	36.847							
432.00	36.928							
432.10	37.009							
432.20	37.091							
432.30	37.172							
432.40	37.254							
432.50	37.335							
432.60	37.416							
432.70	37.498							
432.80	37.579							
432.90	37.661							
433.00	37.742							
433.10	37.824							
433.20	37.905							
433.30	37.987							
433.40	38.068							
433.50	38.150							
433.60	38.231							
433.70	38.313							
433.80	38.394							
433.90	38.476							
434.00	38.557							
434.10	38.639							
434.20	38.720							
434.30	38.802							
434.40	38.883							
434.50	38.965							
434.60	39.047							
434.70	39.128							
434.80	39.210							
434.90	39.291							
435.00	39.373							
435.10	39.455							
435.20	39.536							
435.30	39.618							
435.40	39.699							
435.50	39.781							
435.60	39.863							
435.70	39.944							
435.80	40.026							
435.90	40.107							
436.00	40.189							
436.10	40.271							
436.20	40.352							
436.30	40.434							
436.40	40.515							
436.50	40.597							
436.60	40.679							
436.70	40.760							
436.80	40.842							
436.90	40.923							
437.00	41.005							
437.10	41.087							
437.20	41.168							
437.30	41.250							
437.40	41.331							
437.50	41.413							
437.60	41.495							
437.70	41.576							
437.80	41.658							
437.90	41.739							
438.00	41.821							
438.10	41.902							
438.20	41.984							
438.30	42.065							
438.40	42.147							
438.50	42.228							
438.60	42.310							
438.70	42.391							
438.80	42.473							
438.90	42.554							
439.00	42.636							
439.10	42.717							
439.20	42.799							
439.30	42.880							
439.40	42.962							
439.50	43.043							
439.60	43.125							
439.70	43.206							
439.80	43.287							
439.90	43.369							
440.00	43.450							
440.10	43.532							
440.20	43.613							
440.30	43.694							
440.40	43.776							
440.50	43.857							
440.60	43.938							
440.70	44.020							
440.80	44.101							
440.90	44.182							
441.00	44.263							
441.10	44.345							
441.20	44.426							
441.30	44.507							
441.40	44.588							
441.50	44.670							
441.60	44.751							
441.70	44.832							
441.80	44.913							
441.90	44.994							
442.00	45.075							
442.10	45.156							
442.20	45.237							
442.30	45.318							
442.40	45.399							
442.50	45.480							
442.60	45.561							
442.70	45.642							
442.80	45.723							
442.90	45.804							
443.00	45.885							
443.10	45.966							
443.20	46.047							
443.30	46.128							
443.40	46.209							
443.50	46.290							
443.60	46.370							
443.70	46.451							
443.80	46.532							
443.90	46.613							
444.00	46.693							
444.10	46.774							
444.20	46.855							
444.30	46.935							
444.40	47.016							
444.50	47.097							
444.60	47.177							
444.70	47.258							
444.80	47.338							
444.90	47.419							
445.00	47.499							
445.10	47.580							
445.20	47.660							
445.30	47.740							
445.40	47.821							
445.50	47.901							
445.60	47.981							
445.70	48.062							
445.80	48.142							
445.90	48.222							
446.00	48.302							
446.10	48.383							
446.20	48.463							
446.30	48.543							
446.40	48.623							
446.50	48.703							
446.60	48.783							
446.70	48.863							
446.80	48.943							
446.90	49.023							
447.00	49.103							
447.10	49.183							
447.20	49.263							
447.30	49.343							
447.40	49.422							
447.50	49.502							
447.60	49.582							
447.70	49.662							
447.80	49.741							
447.90	49.821							
448.00	49.901							
448.10	49.980							
448.20	50.060							
448.30	50.139							
448.40	50.219							
448.50	50.298							
448.60	50.378							
448.70	50.457							
448.80	50.536							
448.90	50.616							
449.00	50.695							
449.10	50.774							
449.20	50.853							
449.30	50.932							
449.40	51.012							
449.50	51.091							
449.60	51.170							
449.70	51.249							
449.80	51.328							
449.90	51.407							
450.00	51.486							
450.10	51.564							
450.20	51.643							
450.30	51.722							
450.40	51.801							
450.50	51.880							
450.60	51.958							
450.70	52.037							
450.80	52.115							
450.90	52.194							
451.00	52.273							
451.10	52.351							
451.20	52.429							
451.30	52.508							
451.40	52.586							
451.50	52.665							
451.60	52.743							
451.70	52.821							
451.80	52.899							
451.90	52.977							
452.00	53.056							
452.10	53.134							
452.20	53.212							
452.30	53.290							
452.40	53.368							
452.50	53.445							
452.60	53.523							
452.70	53.601							
452.80	53.679							
452.90	53.757							
453.00	53.834							
453.10	53.912							
453.20	53.989							
453.30	54.067							
453.40	54.144							
453.50	54.222							
453.60	54.299							
453.70	54.377							
453.80	54.454							
453.90	54.531							
454.00	54.608							
454.10	54.686							
454.20	54.763							
454.30	54.840							
454.40	54.917							
454.50	54.994							
454.60	55.071							
454.70	55.148							
454.80	55.225							
454.90	55.301							
455.00	55.378							
455.10	55.455							
455.20	55.531							
455.30	55.608							
455.40	55.685							
455.50	55.761							
455.60	55.837							
455.70	55.914							
455.80	55.990							
455.90	56.066							
456.00	56.143							
456.10	56.219							
456.20	56.295							
456.30	56.371							
456.40	56.447							
456.50	56.523							
456.60	56.599							
456.70	56.675							
456.80	56.751							
456.90	56.827							
457.00	56.902							
457.10	56.978							
457.20	57.054							
457.30	57.129							
457.40	57.205							
457.50	57.280							
457.60	57.355							
457.70	57.431							
457.80	57.506							
457.90	57.581							
458.00	57.656							
458.10	57.732							
458.20	57.807							
458.30	57.882							
458.40	57.957							
458.50	58.031							
458.60	58.106							
458.70	58.181							
458.80	58.256							
458.90	58.331							
459.00	58.405							
459.10	58.480							
459.20	58.554							
459.30	58.629							
459.40	58.703							
459.50	58.777							
459.60	58.852							
459.70	58.926							
459.80	59.000							
459.90	59.074							
460.00	59.148							
460.10	59.222							
460.20	59.296							
460.30	59.370							
460.40	59.444							
460.50	59.517							
460.60	59.591							
460.70	59.665							
460.80	59.738							
460.90	59.812							
461.00	59.885							
461.10	59.958							
461.20	60.032							
461.30	60.105							
461.40	60.178							
461.50	60.251							
461.60	60.324							
461.70	60.397							
461.80	60.470							
461.90	60.543							
462.00	60.616							
462.10	60.689							
462.20	60.761							
462.30	60.834							
462.40	60.907							
462.50	60.979							
462.60	61.052							
462.70	61.124							
462.80	61.196							
462.90	61.268							
463.00	61.341							
463.10	61.413							
463.20	61.485							
463.30	61.557							
463.40	61.629							
463.50	61.700							
463.60	61.772							
463.70	61.844							
463.80	61.916							
463.90	61.987							
464.00	62.059							
464.10	62.130							
464.20	62.202							
464.30	62.273							
464.40	62.344							
464.50	62.415							
464.60	62.486							
464.70	62.557							
464.80	62.628							
464.90	62.699							
465.00	62.770							
465.10	62.841							
465.20	62.912							
465.30	62.982							
465.40	63.053							
465.50	63.123							
465.60	63.194							
465.70	63.264							
465.80	63.334							
465.90	63.405							
466.00	63.475							
466.10	63.545							
466.20	63.615							
466.30	63.685							
466.40	63.755							
466.50	63.825							
466.60	63.894							
466.70	63.964							
466.80	64.034							
466.90	64.103							
467.00	64.173							
467.10	64.242							
467.20	64.311							
467.30	64.381							
467.40	64.450							
467.50	64.519							
467.60	64.588							
467.70	64.657							
467.80	64.726							
467.90	64.794							
468.00	64.863							
468.10	64.932							
468.20	65.000							
468.30	65.069							
468.40	65.137							
468.50	65.206							
468.60	65.274							
468.70	65.342							
468.80	65.410							
468.90	65.478							
469.00	65.546							
469.10	65.614							
469.20	65.682							
469.30	65.750							
469.40	65.818							
469.50	65.885							
469.60	65.953							
469.70	66.020							
469.80	66.088							
469.90	66.155							
470.00	66.222							
470.10	66.289							
470.20	66.357							
470.30	66.424							
470.40	66.490							
470.50	66.557							
470.60	66.624							
470.70	66.691							
470.80	66.757							
470.90	66.824							
471.00	66.891							
471.10	66.957							
471.20	67.023							
471.30	67.090							
471.40	67.156							
471.50	67.222							
471.60	67.288							
471.70	67.354							
471.80	67.420							
471.90	67.485							
472.00	67.551							
472.10	67.617							
472.20	67.682							
472.30	67.748							
472.40	67.813							
472.50	67.878							
472.60	67.944							
472.70	68.009							
472.80	68.074							
472.90	68.139							
473.00	68.204							
473.10	68.269							
473.20	68.333							
473.30	68.398							
473.40	68.463							
473.50	68.527							
473.60	68.592							
473.70	68.656							
473.80	68.720							
473.90	68.784							
474.00	68.849							
474.10	68.913							
474.20	68.977							
474.30	69.040							
474.40	69.104							
474.50	69.168							
474.60	69.231							
474.70	69.295							
474.80	69.358							
474.90	69.422							
475.00	69.485							
475.10	69.548							
475.20	69.612							
475.30	69.675							
475.40	69.738							
475.50	69.800							
475.60	69.863							
475.70	69.926							
475.80	69.989							
475.90	70.051							
476.00	70.114							
476.10	70.176							
476.20	70.238							
476.30	70.300							
476.40	70.363							
476.50	70.425							
476.60	70.487							
476.70	70.549							
476.80	70.610							
476.90	70.672							
477.00	70.734							
477.10	70.795							
477.20	70.857							
477.30	70.918							
477.40	70.979							
477.50	71.041							
477.60	71.102							
477.70	71.163							
477.80	71.224							
477.90	71.284							
478.00	71.345							
478.10	71.406							
478.20	71.467							
478.30	71.527							
478.40	71.588							
478.50	71.648							
478.60	71.708							
478.70	71.768							
478.80	71.828							
478.90	71.888							
479.00	71.948							
479.10	72.008							
479.20	72.068							
479.30	72.128							
479.40	72.187							
479.50	72.247							
479.60	72.306							
479.70	72.365							
479.80	72.425							
479.90	72.484							
480.00	72.543							
480.10	72.602							
480.20	72.661							
480.30	72.719							
480.40	72.778							
480.50	72.837							
480.60	72.895							
480.70	72.954							
480.80	73.012							
480.90	73.070							
481.00	73.128							
481.10	73.187							
481.20	73.245							
481.30	73.302							
